n_estimators,max_depth,learning_rate,colsample_bytree,train_score,train_rank,test_score,f1_score,test_rank,tr_te_avg_score,overall_rank
400,5,0.25,0.5,0.8315857529782399,47,0.8310784692694241,0.8302818371076384,29.0,0.831332111123832,47.0
200,3,0.3,0.15,0.8333413755234055,31,0.8318515655199072,0.8310942084208749,21.0,0.8325964705216564,33.0
200,3,0.5,0.35,0.8326165573182016,41,0.8322381136451488,0.8314840055219783,18.0,0.8324273354816751,37.0
500,3,0.3,0.35,0.8336312949189522,25,0.8312717433320448,0.830500950166213,27.0,0.8324515191254984,34.0
300,4,0.3,0.35,0.8343883327318398,14,0.8327535111454709,0.8319919748038109,14.0,0.8335709219386553,16.0
500,3,0.25,0.15,0.8344527667586976,11,0.8328179358330112,0.8320822831819136,13.0,0.8336353512958544,13.0
200,5,0.35,0.25,0.8332125302991328,34,0.8316582914572864,0.8309497029981968,22.0,0.8324354108782096,35.0
500,3,0.3,0.25,0.8332124950172666,35,0.8332689086457931,0.8324733524722838,8.0,0.8332407018315298,21.0
300,3,0.3,0.5,0.8350487210609936,4,0.8326246617703904,0.8319889290422671,15.0,0.833836691415692,9.0
400,4,0.35,0.5,0.8303132917224816,53,0.8324958123953099,0.8317706181405738,16.0,0.8314045520588957,46.0
400,3,0.3,0.25,0.8338406699649483,20,0.8328179358330112,0.8320947270081613,13.0,0.8333293028989798,20.0
400,3,0.3,0.15,0.8343883431088592,13,0.8327535111454709,0.831998646143504,14.0,0.8335709271271651,15.0
300,3,0.5,0.35,0.8323266265079334,44,0.829854400206159,0.8290953845789958,34.0,0.8310905133570462,48.0
200,4,0.35,0.15,0.8334863383342845,27,0.8318515655199072,0.831124099178896,21.0,0.8326689519270959,32.0
100,3,0.25,0.15,0.8275750640172858,57,0.8265043164540652,0.8258779740280848,41.0,0.8270396902356755,58.0
400,3,0.5,0.35,0.8315051505173804,48,0.8297255508310785,0.8289402527055223,35.0,0.8306153506742294,50.0
300,3,0.5,0.25,0.8320367081500887,46,0.8315294420822059,0.8308359968516441,24.0,0.8317830751161472,45.0
400,5,0.5,0.25,0.8258355289653702,59,0.8278572348924108,0.8270129431771239,40.0,0.8268463819288905,59.0
400,5,0.35,0.35,0.8300233640253192,54,0.828888029893055,0.8280185104982056,37.0,0.8294556969591871,55.0
500,3,0.3,0.15,0.8342111731427195,15,0.8336554567710347,0.8329028403116776,6.0,0.8339333149568771,6.0
200,4,0.35,0.5,0.83335749207231,30,0.8344929777090581,0.8337763575396041,1.0,0.833925234890684,7.0
300,5,0.35,0.25,0.8310219643231265,50,0.830820770519263,0.8300268695215444,30.0,0.8309213674211947,49.0
400,4,0.3,0.35,0.8332769383834419,33,0.8315938667697461,0.8308013415324518,23.0,0.832435402576594,36.0
500,5,0.35,0.15,0.8286059358078739,55,0.8306919211441824,0.8298091451132925,31.0,0.8296489284760282,54.0
300,3,0.35,0.15,0.833647406279347,23,0.8324958123953099,0.8317065159462443,16.0,0.8330716093373285,23.0
500,4,0.25,0.5,0.83227831421849,45,0.8313361680195851,0.8306080740955375,26.0,0.8318072411190376,44.0
