n_estimators,max_depth,learning_rate,colsample_bytree,train_score,train_rank,test_score,f1_score,test_rank,tr_te_avg_score,overall_rank
100,3,0.35,0.35,0.8293789884748755,8.0,0.8320448395825281,0.8304263596904983,16.0,0.8307119140287018,16.0
400,3,0.25,0.15,0.8291051794020216,11.0,0.8320448395825281,0.8303342214236933,16.0,0.8305750094922748,20.0
200,3,0.3,0.25,0.8296367079790754,4.0,0.8327535111454709,0.831125871821987,9.0,0.8311951095622732,5.0
400,5,0.35,0.15,0.8247079858993075,57.0,0.8292745780182966,0.8272064027375345,37.0,0.8269912819588021,56.0
400,3,0.5,0.35,0.826592505553843,50.0,0.8304986470815616,0.8286436562455679,31.0,0.8285455763177023,51.0
200,5,0.3,0.35,0.8280904303865495,33.0,0.8315294420822059,0.8295385423857887,23.0,0.8298099362343777,37.0
100,4,0.35,0.15,0.828299817884969,27.0,0.8304986470815616,0.8286930561177532,31.0,0.8293992324832653,43.0
300,3,0.5,0.25,0.8273978380152411,45.0,0.8300476742687798,0.8283114531016903,34.0,0.8287227561420105,49.0
500,5,0.35,0.5,0.8217281718420473,65.0,0.8274062620796289,0.8254826831561035,43.0,0.824567216960838,65.0
200,5,0.35,0.15,0.826656935429893,49.0,0.8314650173946656,0.8294991223821493,24.0,0.8290609764122794,45.0
100,4,0.25,0.35,0.829878306783563,1.0,0.8319159902074474,0.8302264724860718,18.0,0.8308971484955052,13.0
500,5,0.5,0.25,0.8187484096698845,67.0,0.8232186573895116,0.8211545587237553,46.0,0.820983533529698,67.0
100,5,0.25,0.5,0.8295400605707455,5.0,0.8330756345831722,0.8313460765759905,6.0,0.8313078475769589,3.0
200,3,0.25,0.5,0.8294112080825591,7.0,0.8309496198943435,0.829389129031288,28.0,0.8301804139884512,30.0
400,5,0.5,0.25,0.820375194254691,66.0,0.8247004252029377,0.8226432073104438,45.0,0.8225378097288143,66.0
100,3,0.35,0.15,0.8274944802350612,41.0,0.8302409483314006,0.8285562480589594,33.0,0.8288677142832309,46.0
300,4,0.3,0.25,0.8280582211558852,34.0,0.8324958123953099,0.8306770538106921,11.0,0.8302770167755975,28.0
400,5,0.3,0.5,0.8243214035299017,61.0,0.8284370570802732,0.8265356415861386,40.0,0.8263792303050874,60.0
400,5,0.35,0.25,0.825239522777977,55.0,0.8297255508310785,0.8276642870822951,36.0,0.8274825368045278,55.0
200,4,0.35,0.25,0.828783021720156,19.0,0.8332044839582528,0.8313647951139014,4.0,0.8309937528392044,8.0
500,3,0.5,0.35,0.8247563033772608,56.0,0.8292101533307563,0.8273205434471282,38.0,0.8269832283540086,57.0
400,3,0.25,0.5,0.8282031808536586,31.0,0.8317227161448267,0.8300792847008694,20.0,0.8299629484992427,34.0
300,5,0.35,0.15,0.8259321296771125,53.0,0.8312073186445046,0.8292351228051604,27.0,0.8285697241608085,50.0
500,3,0.25,0.25,0.8282837210524014,28.0,0.8319159902074474,0.830247689269878,18.0,0.8300998556299244,32.0
100,5,0.5,0.5,0.8278971615124384,36.0,0.8333977580208736,0.8315427684175505,2.0,0.830647459766656,19.0
500,3,0.25,0.35,0.8287508239042132,20.0,0.8326246617703904,0.8308277716142723,10.0,0.8306877428373018,17.0
400,3,0.3,0.25,0.8284931199655423,23.0,0.8332044839582528,0.8315688292227781,4.0,0.8308488019618976,14.0
100,3,0.5,0.15,0.8282192922140534,30.0,0.8315938667697461,0.8299522184149042,22.0,0.8299065794918998,35.0
400,5,0.35,0.35,0.8244663933210316,58.0,0.8285014817678135,0.8265013274032302,39.0,0.8264839375444225,59.0
200,4,0.25,0.5,0.8289441010799397,14.0,0.8330756345831722,0.8314238209393333,6.0,0.831009867831556,7.0
200,3,0.3,0.35,0.8297333356710682,3.0,0.8321092642700683,0.8304297384693086,15.0,0.8309212999705682,11.0
300,3,0.3,0.35,0.8286219641521131,21.0,0.8320448395825281,0.8303537397742004,16.0,0.8303334018673205,26.0
500,5,0.35,0.35,0.8234999846129556,63.0,0.8270841386419275,0.8249954022260397,44.0,0.8252920616274415,64.0
300,5,0.25,0.35,0.8277844089699254,39.0,0.8331400592707126,0.8311546053121484,5.0,0.8304622341203189,22.0
300,5,0.3,0.35,0.8268824083461587,47.0,0.830820770519263,0.8288395302352828,29.0,0.8288515894327109,47.0
300,4,0.5,0.5,0.8242731099190932,62.0,0.8282437830176523,0.8263699184277538,41.0,0.8262584464683728,62.0
200,4,0.25,0.25,0.829427319442954,6.0,0.8332689086457931,0.8315648576495597,3.0,0.8313481140443735,2.0
200,4,0.3,0.25,0.8288313474997249,16.0,0.8339131555211957,0.8321361352315277,1.0,0.8313722515104602,1.0
200,4,0.25,0.35,0.8297977779995417,2.0,0.8327535111454709,0.8310081511546697,9.0,0.8312756445725062,4.0
200,4,0.3,0.35,0.8288796909202267,15.0,0.833011209895632,0.8311939542147051,7.0,0.8309454504079294,9.0
200,4,0.35,0.35,0.8285092219866197,22.0,0.8328179358330112,0.8310197627408731,8.0,0.8306635789098155,18.0
200,4,0.3,0.5,0.8279937923175371,35.0,0.8312717433320448,0.8295233834041859,26.0,0.829632767824791,41.0
200,4,0.35,0.5,0.8281709820000138,32.0,0.8323025383326891,0.8305115941266638,13.0,0.8302367601663514,29.0
